Time,area_km2,elevation_m,changed_storage_mcm
2020-01-31,23.81,208.0,523.94
2020-02-29,23.72,207.8,518.17
2020-03-31,25.31,212.4,631.11
2020-04-30,25.78,213.8,668.5
2020-05-31,25.39,212.6,637.43
2020-06-30,24.81,210.9,594.18
2020-07-31,25.31,212.4,631.17
2020-08-31,24.48,209.9,569.46
2020-09-30,24.19,209.0,547.71
2020-10-31,25.34,212.4,632.98
2020-11-30,26.48,216.2,729.42
2020-12-31,24.91,211.2,602.11
2021-01-31,25.78,213.8,668.3
2021-02-28,25.94,214.4,681.84
2021-03-31,25.93,214.3,680.58
2021-04-30,26.02,214.6,688.41
2021-05-31,24.84,211.0,597.08
2021-06-30,18.04,195.7,263.68
2021-07-31,24.09,208.7,541.13
2021-08-31,26.1,214.9,695.79
2021-09-30,27.02,218.5,792.9
2021-10-31,24.88,211.1,599.91
2021-11-30,27.11,219.0,805.2
2021-12-31,26.17,215.1,701.9
2022-01-31,26.51,216.3,733.29
2022-02-28,26.6,216.7,742.81
2022-03-31,26.45,216.0,725.85
2022-04-30,25.87,214.1,676.02
2022-05-31,20.74,200.6,359.11
2022-06-30,24.76,210.8,590.89
2022-07-31,19.46,198.1,308.31
2022-08-31,25.57,213.1,650.82
2022-09-30,22.58,204.7,446.7
2022-10-31,27.12,219.0,805.6
2022-11-30,26.85,217.8,772.61
2022-12-31,25.67,213.5,659.43
2023-01-31,26.91,218.1,779.73
2023-02-28,26.62,216.8,745.26
2023-03-31,26.24,215.3,707.69
2023-04-30,26.89,217.9,776.76
2023-05-31,24.76,210.8,590.62
2023-06-30,24.12,208.8,543.18
2023-07-31,23.48,207.1,501.9
2023-08-31,15.25,191.6,205.87
2023-09-30,21.05,201.3,372.45
2023-10-31,26.85,217.7,771.58
2023-11-30,27.16,219.3,812.95
2023-12-31,26.67,216.9,750.16
2024-01-31,26.08,214.8,693.71
2024-02-29,26.14,215.0,698.86
2024-03-31,26.01,214.6,688.11
2024-04-30,25.23,212.1,625.44
2024-05-31,22.97,205.7,469.3
2024-06-30,19.18,197.6,298.66
2024-07-31,15.4,191.9,207.89
2024-08-31,15.82,192.6,213.54
2024-09-30,26.13,215.0,698.18
2024-10-31,26.61,216.7,743.93
2024-11-30,27.01,218.5,792.25
2024-12-31,23.35,206.7,493.24
2025-01-31,26.03,214.7,689.83
2025-02-28,26.14,215.0,699.45
2025-03-31,26.3,215.5,712.89
2025-04-30,25.24,212.2,625.51
2025-05-31,25.22,212.1,624.17
