Time,area_km2,elevation_m,changed_storage_mcm
2014-01-31,1.29,748.4,18.15
2014-02-28,1.17,746.0,15.08
2014-03-31,1.73,767.7,48.48
2014-04-30,1.8,836.1,170.7
2014-05-31,1.5,753.9,25.84
2014-06-30,1.72,766.4,46.34
2014-07-31,1.43,752.0,23.0
2014-08-31,1.14,745.4,14.39
2014-09-30,1.1,744.5,13.42
2014-10-31,0.95,741.8,10.68
2014-11-30,0.61,735.5,6.39
2014-12-31,1.33,749.1,19.04
2015-01-31,1.33,749.2,19.16
2015-02-28,1.69,762.9,40.31
2015-03-31,1.37,750.3,20.59
2015-04-30,1.05,743.6,12.42
2015-05-31,1.32,749.0,18.89
2015-06-30,0.61,735.5,6.4
2015-07-31,1.05,743.6,12.42
2015-08-31,0.67,737.5,7.24
2015-09-30,0.69,737.9,7.51
2015-10-31,1.32,748.9,18.7
2015-11-30,1.35,749.7,19.85
2015-12-31,1.38,750.6,21.05
2016-01-31,1.37,750.4,20.71
2016-02-29,1.42,751.6,22.48
2016-03-31,1.27,747.9,17.41
2016-04-30,1.26,747.8,17.35
2016-05-31,1.23,747.2,16.58
2016-06-30,1.02,743.0,11.83
2016-07-31,1.29,748.4,18.07
2016-08-31,1.56,755.8,28.72
2016-09-30,1.33,749.1,19.01
2016-10-31,1.39,750.8,21.34
2016-11-30,1.36,750.0,20.22
2016-12-31,0.62,735.8,6.49
2017-01-31,1.36,749.9,20.1
2017-02-28,1.43,752.0,23.03
2017-03-31,0.81,739.9,8.96
2017-04-30,1.38,750.6,21.0
2017-05-31,1.45,752.5,23.69
2017-06-30,0.98,742.2,11.06
2017-07-31,1.35,749.7,19.84
2017-08-31,1.01,742.8,11.61
2017-09-30,0.67,737.4,7.12
2017-10-31,0.94,741.6,10.48
2017-11-30,1.21,746.7,16.03
2017-12-31,1.7,764.3,42.61
2018-01-31,1.21,746.7,15.96
2018-02-28,1.22,746.9,16.24
2018-03-31,1.12,745.0,13.99
2018-04-30,1.46,752.7,23.97
2018-05-31,1.1,744.6,13.51
2018-06-30,0.93,741.4,10.32
2018-07-31,0.75,738.9,8.2
2018-08-31,0.9,741.0,9.91
2018-09-30,1.11,744.6,13.61
2018-10-31,1.31,748.8,18.63
2018-11-30,1.27,747.9,17.43
2018-12-31,1.29,748.3,17.98
2019-01-31,1.5,753.8,25.65
2019-02-28,1.29,748.3,18.0
2019-03-31,1.26,747.8,17.35
2019-04-30,1.29,748.4,18.13
2019-05-31,1.13,745.2,14.25
2019-06-30,1.14,745.4,14.43
2019-07-31,1.07,743.9,12.79
2019-08-31,1.13,745.1,14.15
2019-09-30,0.82,740.1,9.11
2019-10-31,1.02,742.9,11.74
2019-11-30,1.27,748.0,17.64
2019-12-31,1.21,746.8,16.06
2020-01-31,1.33,749.3,19.22
2020-02-29,1.37,750.3,20.65
2020-03-31,1.29,748.3,17.98
2020-04-30,1.42,751.6,22.48
2020-05-31,1.23,747.2,16.6
2020-06-30,1.31,748.7,18.48
2020-07-31,0.73,738.6,8.0
2020-08-31,1.11,744.7,13.64
2020-09-30,0.68,737.6,7.29
2020-10-31,1.46,752.7,23.97
2020-11-30,1.32,748.9,18.74
2020-12-31,1.5,753.7,25.52
2021-01-31,1.33,749.3,19.27
2021-02-28,1.27,748.0,17.64
2021-03-31,1.47,752.9,24.31
2021-04-30,1.26,747.7,17.26
2021-05-31,1.44,752.3,23.5
2021-06-30,1.52,754.2,26.32
2021-07-31,1.0,742.6,11.44
2021-08-31,0.95,741.9,10.72
2021-09-30,1.05,743.6,12.44
2021-10-31,1.21,746.7,16.03
2021-11-30,1.31,748.8,18.61
2021-12-31,1.37,750.2,20.45
2022-01-31,1.29,748.5,18.17
2022-02-28,1.3,748.6,18.34
2022-03-31,1.28,748.1,17.66
2022-04-30,1.3,748.6,18.38
2022-05-31,1.01,742.8,11.61
2022-06-30,0.76,739.0,8.28
2022-07-31,1.09,744.4,13.28
2022-08-31,1.27,747.9,17.49
2022-09-30,1.0,742.6,11.43
2022-10-31,0.67,737.5,7.19
2022-11-30,1.05,743.6,12.5
2022-12-31,1.34,749.4,19.42
2023-01-31,1.2,746.5,15.78
2023-02-28,1.24,747.4,16.81
2023-03-31,1.21,746.7,15.98
2023-04-30,1.24,747.4,16.81
2023-05-31,0.88,740.7,9.68
2023-06-30,0.85,740.4,9.43
2023-07-31,0.83,740.1,9.18
2023-08-31,0.68,737.6,7.26
2023-09-30,1.06,743.8,12.66
2023-10-31,0.97,742.2,11.0
2023-11-30,1.26,747.7,17.22
2023-12-31,1.35,749.6,19.72
2024-01-31,1.29,748.4,18.13
2024-02-29,1.27,748.0,17.58
2024-03-31,1.1,744.5,13.4
2024-04-30,1.02,743.0,11.83
2024-05-31,0.88,740.8,9.71
2024-06-30,1.46,752.7,23.97
2024-07-31,1.3,748.6,18.37
2024-08-31,1.15,745.6,14.66
2024-09-30,0.88,740.7,9.7
2024-10-31,1.21,746.7,15.98
2024-11-30,1.39,750.9,21.49
2024-12-31,1.34,749.6,19.63
2025-01-31,1.34,749.4,19.36
2025-02-28,1.19,746.3,15.55
2025-03-31,1.6,757.5,31.37
2025-04-30,1.02,742.9,11.78
2025-05-31,1.2,746.6,15.85
