Time,area_km2,elevation_m,changed_storage_mcm
2009-01-31,0.43,320.8,2.61
2009-02-28,0.79,330.0,8.19
2009-03-31,1.11,337.9,15.6
2009-04-30,0.69,327.3,6.23
2009-05-31,1.08,337.1,14.75
2009-06-30,0.97,334.8,12.41
2009-07-31,1.12,338.0,15.75
2009-08-31,1.27,341.3,19.71
2009-09-30,1.25,340.8,19.11
2009-10-31,1.37,343.6,22.72
2009-11-30,1.31,342.2,20.81
2009-12-31,1.24,340.8,19.04
2010-01-31,1.03,336.2,13.77
2010-02-28,1.42,344.7,24.2
2010-03-31,1.17,339.1,16.96
2010-04-30,1.12,338.0,15.79
2010-05-31,1.07,336.8,14.46
2010-06-30,1.01,335.8,13.35
2010-07-31,0.96,334.8,12.36
2010-08-31,0.86,332.0,9.82
2010-09-30,0.94,334.3,11.89
2010-10-31,0.83,331.0,9.0
2010-11-30,0.86,332.1,9.92
2010-12-31,0.89,333.0,10.77
2011-01-31,0.93,334.0,11.65
2011-02-28,0.96,334.6,12.26
2011-03-31,0.95,334.4,12.05
2011-04-30,0.92,333.8,11.46
2011-05-31,0.89,333.0,10.69
2011-06-30,0.94,334.3,11.9
2011-07-31,0.77,329.6,7.92
2011-08-31,0.8,330.2,8.38
2011-09-30,0.82,330.9,8.9
2011-10-31,1.2,339.7,17.71
2011-11-30,0.78,329.7,7.98
2011-12-31,0.81,330.4,8.54
2012-01-31,0.84,331.2,9.21
2012-02-29,0.87,332.2,10.05
2012-03-31,0.84,331.5,9.41
2012-04-30,0.82,330.8,8.83
2012-05-31,0.61,325.4,4.97
2012-06-30,0.64,326.0,5.37
2012-07-31,0.66,326.6,5.77
2012-08-31,0.69,327.3,6.21
2012-09-30,0.71,328.0,6.69
2012-10-31,0.74,328.8,7.27
2012-11-30,0.75,329.1,7.54
2012-12-31,0.72,328.3,6.96
2013-01-31,0.69,327.5,6.38
2013-02-28,0.71,328.0,6.7
2013-03-31,0.73,328.5,7.05
2013-04-30,0.87,332.3,10.15
2013-05-31,0.61,325.4,4.98
2013-06-30,0.7,327.7,6.52
2013-07-31,0.77,329.6,7.92
2013-08-31,0.71,327.9,6.64
2013-09-30,0.64,326.1,5.43
2013-10-31,1.06,336.7,14.32
2013-11-30,1.09,337.5,15.18
2013-12-31,1.13,338.3,16.05
2014-01-31,1.16,339.0,16.84
2014-02-28,1.2,339.8,17.78
2014-03-31,1.34,342.9,21.76
2014-04-30,1.21,340.0,18.11
2014-05-31,0.84,331.3,9.25
2014-06-30,0.75,329.2,7.59
2014-07-31,0.67,326.8,5.9
2014-08-31,0.5,322.4,3.3
2014-09-30,0.5,322.3,3.29
2014-10-31,0.54,323.5,3.9
2014-11-30,0.94,334.3,11.94
2014-12-31,1.06,336.7,14.32
2015-01-31,1.18,339.3,17.24
2015-02-28,1.23,340.4,18.6
2015-03-31,0.45,321.1,2.72
2015-04-30,0.65,326.5,5.66
2015-05-31,0.77,329.6,7.91
2015-06-30,1.09,337.4,15.07
2015-07-31,0.89,332.9,10.65
2015-08-31,0.54,323.3,3.76
2015-09-30,1.27,341.3,19.73
2015-10-31,1.23,340.4,18.57
2015-11-30,0.43,320.8,2.61
2015-12-31,0.89,333.0,10.69
2016-01-31,0.9,333.4,11.07
2016-02-29,0.92,333.8,11.45
2016-03-31,0.93,334.1,11.77
2016-04-30,0.87,332.4,10.19
2016-05-31,0.89,333.0,10.76
2016-06-30,0.56,324.0,4.14
2016-07-31,0.62,325.6,5.12
2016-08-31,0.47,321.6,2.92
2016-09-30,0.75,329.1,7.53
2016-10-31,1.12,338.0,15.8
2016-11-30,1.36,343.3,22.38
2016-12-31,1.31,342.3,20.93
2017-01-31,1.26,341.2,19.59
2017-02-28,1.21,340.0,18.11
2017-03-31,0.75,329.1,7.53
2017-04-30,1.1,337.7,15.39
2017-05-31,1.13,338.3,16.12
2017-06-30,1.32,342.4,21.09
2017-07-31,1.26,341.1,19.43
2017-08-31,1.07,336.9,14.54
2017-09-30,1.07,337.0,14.6
2017-10-31,0.94,334.3,11.95
2017-11-30,0.81,330.5,8.6
2017-12-31,0.85,331.8,9.7
2018-01-31,0.9,333.2,10.88
2018-02-28,0.9,333.4,11.07
2018-03-31,1.28,341.6,20.07
2018-04-30,1.35,343.1,22.01
2018-05-31,1.04,336.3,13.86
2018-06-30,0.84,331.5,9.42
2018-07-31,0.53,323.1,3.69
2018-08-31,0.68,327.2,6.12
2018-09-30,0.72,328.2,6.87
2018-10-31,0.55,323.7,4.01
2018-11-30,0.57,324.1,4.22
2018-12-31,0.73,328.6,7.16
2019-01-31,0.83,331.1,9.1
2019-02-28,1.31,342.3,20.93
2019-03-31,1.38,343.7,22.8
2019-04-30,1.11,337.9,15.64
2019-05-31,0.88,332.7,10.47
2019-06-30,0.82,330.7,8.79
2019-07-31,0.75,329.2,7.57
2019-08-31,0.6,324.9,4.68
2019-09-30,1.12,338.0,15.76
2019-10-31,0.67,326.8,5.89
