Time,area_km2,elevation_m,changed_storage_mcm
2000-01-31,20.28,113.1,92.92
2000-02-29,20.18,113.1,92.17
2000-03-31,21.15,113.6,99.8
2000-04-30,21.65,113.9,103.75
2000-05-31,21.69,114.0,104.0
2000-06-30,22.76,114.5,111.54
2000-07-31,21.78,114.0,104.76
2000-08-31,20.69,113.4,96.14
2000-09-30,27.75,117.4,158.05
2000-10-31,20.56,113.3,95.17
2000-11-30,21.25,113.7,100.57
2000-12-31,22.18,114.2,107.5
2001-01-31,25.41,116.1,136.32
2001-02-28,20.96,113.5,98.29
2001-03-31,22.43,114.3,109.24
2001-04-30,20.8,113.4,97.04
2001-05-31,23.96,115.1,120.22
2001-06-30,22.34,114.3,108.58
2001-07-31,22.55,114.4,110.07
2001-08-31,23.48,114.8,116.48
2001-09-30,24.4,115.4,125.31
2001-10-31,19.94,112.9,90.54
2001-11-30,20.17,113.1,92.1
2001-12-31,20.54,113.3,95.03
2002-01-31,22.01,114.1,106.31
2002-02-28,19.97,113.0,90.7
2002-03-31,20.91,113.5,97.87
2002-04-30,20.59,113.3,95.38
2002-05-31,21.39,113.8,101.65
2002-06-30,22.18,114.2,107.53
2002-07-31,21.64,113.9,103.64
2002-08-31,23.5,114.8,116.63
2002-09-30,19.99,113.0,90.79
2002-10-31,21.6,113.9,103.32
2002-11-30,20.13,113.0,91.78
2002-12-31,20.07,113.0,91.28
2003-01-31,20.83,113.5,97.24
2003-02-28,20.87,113.5,97.6
2003-03-31,21.02,113.6,98.76
2003-04-30,20.37,113.2,93.65
2003-05-31,22.73,114.5,111.32
2003-06-30,22.05,114.1,106.58
2003-07-31,21.36,113.8,101.46
2003-08-31,20.68,113.4,96.06
2003-09-30,19.99,113.0,90.82
2003-10-31,19.31,112.6,86.9
2003-11-30,20.83,113.5,97.26
2003-12-31,21.69,114.0,104.05
2004-01-31,19.53,112.8,88.19
2004-02-29,22.88,114.5,112.36
2004-03-31,23.26,114.7,114.97
2004-04-30,22.84,114.5,112.1
2004-05-31,22.26,114.2,108.05
2004-06-30,27.46,117.1,154.09
2004-07-31,21.59,113.9,103.26
2004-08-31,24.35,115.4,124.73
2004-09-30,24.69,115.6,128.6
2004-10-31,22.42,114.3,109.14
2004-11-30,22.17,114.2,107.42
2004-12-31,22.32,114.3,108.48
2005-01-31,21.49,113.8,102.5
2005-02-28,25.25,116.0,135.02
2005-03-31,23.08,114.6,113.71
2005-04-30,23.22,114.7,114.67
2005-05-31,25.74,116.2,139.07
2005-06-30,24.97,115.8,131.78
2005-07-31,25.26,116.0,135.07
2005-08-31,22.98,114.6,113.07
2005-09-30,21.49,113.8,102.43
2005-10-31,20.7,113.4,96.25
2005-11-30,20.22,113.1,92.47
2005-12-31,19.74,112.8,89.38
2006-01-31,22.55,114.4,110.04
2006-02-28,22.42,114.3,109.18
2006-03-31,22.72,114.5,111.22
2006-04-30,24.24,115.3,123.39
2006-05-31,23.95,115.1,120.17
2006-06-30,22.5,114.4,109.71
2006-07-31,22.83,114.5,112.02
2006-08-31,23.17,114.7,114.32
2006-09-30,21.76,114.0,104.61
2006-10-31,22.41,114.3,109.1
2006-11-30,21.19,113.7,100.13
2006-12-31,20.95,113.5,98.26
2007-01-31,21.71,114.0,104.2
2007-02-28,23.37,114.8,115.75
2007-03-31,22.99,114.6,113.1
2007-04-30,22.61,114.4,110.46
2007-05-31,21.71,114.0,104.23
2007-06-30,21.46,113.8,102.25
2007-07-31,23.22,114.7,114.67
2007-08-31,22.43,114.3,109.23
2007-09-30,21.64,113.9,103.68
2007-10-31,21.01,113.6,98.66
2007-11-30,20.37,113.2,93.64
2007-12-31,19.74,112.9,89.41
2008-01-31,20.64,113.3,95.74
2008-02-29,23.08,114.6,113.73
2008-03-31,23.37,114.8,115.75
2008-04-30,22.95,114.6,112.86
2008-05-31,24.75,115.6,129.29
2008-06-30,24.7,115.6,128.73
2008-07-31,23.66,114.9,117.73
2008-08-31,23.25,114.7,114.94
2008-09-30,22.93,114.6,112.71
2008-10-31,22.61,114.4,110.48
2008-11-30,23.57,114.9,117.13
2008-12-31,23.99,115.1,120.53
2009-01-31,22.02,114.1,106.4
2009-02-28,25.5,116.1,137.05
2009-03-31,22.56,114.4,110.15
2009-04-30,23.11,114.6,113.92
2009-05-31,23.58,114.9,117.21
2009-06-30,21.81,114.0,104.95
2009-07-31,20.04,113.0,91.1
2009-08-31,24.34,115.3,124.64
2009-09-30,24.87,115.7,130.62
2009-10-31,22.93,114.6,112.66
2009-11-30,21.87,114.1,105.33
2009-12-31,24.06,115.1,121.39
2010-01-31,22.67,114.4,110.93
2010-02-28,22.76,114.5,111.48
2010-03-31,21.18,113.7,100.06
2010-04-30,21.55,113.9,102.98
2010-05-31,22.22,114.2,107.75
2010-06-30,21.49,113.8,102.49
2010-07-31,23.11,114.6,113.92
2010-08-31,21.72,114.0,104.29
2010-09-30,21.73,114.0,104.37
