Time,area_km2,elevation_m,changed_storage_mcm
2000-01-31,180.9,54.5,1504.45
2000-02-29,179.95,54.3,1474.5
2000-03-31,179.0,54.1,1444.54
2000-04-30,178.05,54.0,1414.68
2000-05-31,155.29,50.1,775.79
2000-06-30,136.1,47.1,335.75
2000-07-31,169.38,52.5,1155.21
2000-08-31,177.8,53.9,1407.03
2000-09-30,190.99,56.3,1840.89
2000-10-31,199.81,57.9,2159.0
2000-11-30,192.77,56.6,1902.87
2000-12-31,219.49,61.7,2957.57
2001-01-31,202.24,58.4,2250.72
2001-02-28,184.98,55.2,1637.03
2001-03-31,167.72,52.2,1108.3
2001-04-30,150.47,49.4,657.13
2001-05-31,146.25,48.7,557.96
2001-06-30,142.04,48.0,462.67
2001-07-31,170.8,52.7,1196.78
2001-08-31,174.67,53.4,1311.39
2001-09-30,209.87,59.8,2551.47
2001-10-31,163.51,51.5,991.06
2001-11-30,194.52,56.9,1965.21
2001-12-31,187.56,55.7,1723.17
2002-01-31,172.1,53.0,1234.66
2002-02-28,175.9,53.6,1348.57
2002-03-31,179.69,54.3,1466.41
2002-04-30,157.24,50.5,825.21
2002-05-31,150.01,49.3,646.2
2002-06-30,143.22,48.2,489.09
2002-07-31,152.5,49.7,706.52
2002-08-31,198.64,57.7,2115.52
2002-09-30,197.93,57.6,2089.13
2002-10-31,182.07,54.7,1542.19
2002-11-30,195.05,57.0,1984.05
2002-12-31,191.93,56.5,1873.5
2003-01-31,218.71,61.6,2923.4
2003-02-28,200.95,58.1,2201.78
2003-03-31,183.18,54.9,1578.02
2003-04-30,205.5,59.0,2376.82
2003-05-31,171.28,52.8,1210.64
2003-06-30,158.52,50.7,858.43
2003-07-31,145.76,48.6,546.55
2003-08-31,133.0,46.7,272.46
2003-09-30,188.19,55.8,1744.5
2003-10-31,175.84,53.6,1346.69
2003-11-30,217.06,61.2,2851.97
2003-12-31,209.66,59.8,2543.18
2004-01-31,162.37,51.3,960.46
2004-02-29,193.67,56.8,1935.06
2004-03-31,218.09,61.4,2896.36
2004-04-30,153.68,49.9,735.4
2004-05-31,148.62,49.1,613.15
2004-06-30,151.94,49.6,692.79
2004-07-31,155.26,50.1,775.07
2004-08-31,176.26,53.7,1359.67
2004-09-30,198.96,57.8,2127.21
2004-10-31,240.02,66.0,3931.28
2004-11-30,203.53,58.6,2300.4
2004-12-31,204.9,58.9,2353.39
2005-01-31,170.64,52.7,1192.04
2005-02-28,162.37,51.3,960.48
2005-03-31,154.11,50.0,746.04
2005-04-30,145.84,48.6,548.46
2005-05-31,121.6,,
2005-06-30,142.08,48.1,463.72
2005-07-31,162.57,51.3,965.61
2005-08-31,169.65,52.5,1163.23
2005-09-30,196.03,57.2,2019.86
2005-10-31,213.65,60.6,2707.3
2005-11-30,178.96,54.1,1443.34
2005-12-31,183.72,55.0,1595.27
2006-01-31,164.73,51.7,1024.63
2006-02-28,177.33,53.9,1392.41
2006-03-31,189.92,56.1,1803.69
2006-04-30,202.52,58.4,2261.51
2006-05-31,168.37,52.3,1126.56
2006-06-30,160.09,50.9,899.39
2006-07-31,141.9,48.0,459.71
2006-08-31,161.85,51.2,946.47
2006-09-30,194.87,57.0,1977.61
2006-10-31,201.4,58.2,2218.94
