Time,area_km2,elevation_m,changed_storage_mcm
2017-01-31,354.84,,
2017-02-28,354.84,,
2017-03-31,354.84,,
2017-04-30,228.59,76.0,1143.09
2017-05-31,218.0,75.4,996.47
2017-06-30,207.41,74.7,857.97
2017-07-31,196.82,74.1,727.08
2017-08-31,186.24,73.4,604.25
2017-09-30,175.65,72.8,489.65
2017-10-31,233.8,76.4,1218.69
2017-11-30,188.9,73.6,634.57
2017-12-31,240.84,76.8,1323.74
2018-01-31,239.04,76.7,1296.56
2018-02-28,251.54,77.5,1490.09
2018-03-31,256.25,77.8,1566.66
2018-04-30,246.08,77.1,1404.31
2018-05-31,213.46,75.1,935.94
2018-06-30,180.83,73.1,544.79
2018-07-31,188.34,73.6,628.06
2018-08-31,237.62,76.6,1275.16
2018-09-30,286.9,79.8,2104.82
2018-10-31,276.17,79.1,1907.66
2018-11-30,257.25,77.9,1583.05
2018-12-31,278.11,79.2,1942.81
2020-01-31,293.77,80.2,2235.73
2020-02-29,315.74,81.7,2680.39
2020-03-31,319.2,81.9,2753.9
2020-04-30,354.19,84.4,3605.62
2020-05-31,321.94,82.1,2812.95
2020-06-30,299.37,80.6,2345.02
2020-07-31,284.68,79.6,2063.26
2020-08-31,269.65,78.6,1792.81
2020-09-30,300.32,80.7,2363.98
2020-10-31,312.52,81.5,2612.29
2020-11-30,324.72,82.3,2873.84
2020-12-31,321.94,82.1,2813.0
2021-01-31,305.31,81.0,2463.72
2021-02-28,313.94,81.6,2642.07
2021-03-31,321.23,82.0,2797.49
2021-04-30,313.53,81.5,2633.42
2021-05-31,284.5,79.6,2059.86
2021-06-30,308.49,81.2,2529.12
2021-07-31,283.04,79.5,2032.38
2021-08-31,151.51,71.4,255.88
2021-09-30,315.69,81.7,2679.36
2021-10-31,155.09,71.6,288.03
2021-11-30,322.45,82.1,2824.24
2021-12-31,318.94,81.9,2748.34
2022-01-31,313.8,81.5,2639.09
2022-02-28,304.24,80.9,2442.34
2022-03-31,297.21,80.4,2302.33
2022-04-30,304.83,81.0,2454.25
2022-05-31,242.48,76.9,1348.57
2022-06-30,297.25,80.4,2303.17
2022-07-31,314.56,81.6,2655.19
2022-08-31,315.98,81.7,2685.46
2022-09-30,269.57,78.6,1791.3
2022-10-31,316.4,81.7,2694.32
2022-11-30,312.78,81.5,2617.65
2022-12-31,310.01,81.3,2560.5
2023-01-31,309.94,81.3,2559.18
2023-02-28,311.53,81.4,2591.88
2023-03-31,288.01,79.8,2125.7
2023-04-30,291.37,80.1,2189.25
2023-05-31,276.53,79.1,1914.15
2023-06-30,269.58,78.6,1791.49
2023-07-31,270.63,78.7,1809.86
2023-08-31,122.34,,
2023-09-30,123.35,69.6,11.81
2023-10-31,306.0,81.0,2477.93
2023-11-30,305.71,81.0,2471.93
2023-12-31,305.0,81.0,2457.57
2024-01-31,297.74,80.5,2312.64
2024-02-29,296.29,80.4,2284.52
2024-03-31,295.0,80.3,2259.46
2024-04-30,291.42,80.1,2190.17
2024-05-31,265.42,78.4,1719.81
2024-06-30,158.06,71.8,315.64
2024-07-31,128.95,70.1,72.19
2024-08-31,249.67,77.4,1460.73
2024-09-30,227.46,76.0,1126.96
2024-10-31,284.93,79.6,2067.79
2024-11-30,300.89,80.7,2375.47
2024-12-31,300.29,80.6,2363.36
2025-01-31,305.69,81.0,2471.53
2025-02-28,301.02,80.7,2377.99
2025-03-31,301.13,80.7,2380.29
2025-04-30,300.4,80.7,2365.67
2025-05-31,280.57,79.4,1987.44
