Time,area_km2,elevation_m,changed_storage_mcm
2000-01-31,12.78,147.0,37.14
2000-02-29,10.99,146.0,25.79
2000-03-31,9.21,145.3,18.01
2000-04-30,7.67,144.6,12.33
2000-05-31,8.35,144.9,14.71
2000-06-30,9.0,145.2,17.18
2000-07-31,9.65,145.5,19.76
2000-08-31,10.3,145.7,22.63
2000-09-30,11.48,146.3,28.2
2000-10-31,10.96,146.0,25.61
2000-11-30,10.44,145.8,23.25
2000-12-31,7.99,144.7,13.47
2001-01-31,5.4,143.6,5.9
2001-02-28,3.84,142.9,2.75
2001-03-31,3.21,142.7,1.82
2001-04-30,9.19,145.3,17.91
2001-05-31,6.14,143.9,7.74
2001-06-30,6.47,144.1,8.65
2001-07-31,6.8,144.2,9.63
2001-08-31,7.13,144.4,10.61
2001-09-30,8.93,145.2,16.88
2001-10-31,10.72,145.9,24.52
2001-11-30,8.84,145.1,16.53
2001-12-31,6.95,144.3,10.09
2002-01-31,6.46,144.1,8.62
2002-02-28,9.3,145.3,18.37
2002-03-31,9.41,145.4,18.82
2002-04-30,9.53,145.4,19.26
2002-05-31,9.15,145.2,17.78
2002-06-30,8.78,145.1,16.3
2002-07-31,8.41,144.9,14.9
2002-08-31,8.03,144.8,13.6
2002-09-30,7.66,144.6,12.31
2002-10-31,7.14,144.4,10.65
2002-11-30,6.62,144.2,9.11
2002-12-31,6.11,143.9,7.66
2003-01-31,7.56,144.6,11.96
2003-02-28,8.18,144.8,14.11
2003-03-31,10.01,145.6,21.33
2003-04-30,8.39,144.9,14.83
2003-05-31,5.55,143.7,6.29
2003-06-30,5.35,143.6,5.78
2003-07-31,5.15,143.5,5.28
2003-08-31,4.94,143.4,4.86
2003-09-30,6.52,144.1,8.81
2003-10-31,6.13,143.9,7.71
2003-11-30,6.97,144.3,10.13
2003-12-31,6.3,144.0,8.14
2004-01-31,5.44,143.6,6.0
2004-02-29,8.42,144.9,14.95
2004-03-31,7.31,144.5,11.16
2004-04-30,6.13,143.9,7.72
2004-05-31,6.69,144.2,9.32
2004-06-30,9.66,145.5,19.8
2004-07-31,9.46,145.4,18.98
2004-08-31,9.25,145.3,18.16
2004-09-30,9.04,145.2,17.35
2004-10-31,8.84,145.1,16.53
2004-11-30,8.63,145.0,15.71
2004-12-31,9.85,145.6,20.62
2005-01-31,9.42,145.4,18.85
2005-02-28,6.87,144.3,9.84
2005-03-31,7.74,144.6,12.6
2005-04-30,8.62,145.0,15.65
2005-05-31,6.54,144.1,8.87
2005-06-30,7.21,144.4,10.86
2005-07-31,7.18,144.4,10.77
2005-08-31,6.67,144.2,9.26
2005-09-30,6.16,144.0,7.79
2005-10-31,8.31,144.9,14.55
2005-11-30,7.97,144.7,13.39
2005-12-31,5.17,143.5,5.33
2006-01-31,8.66,145.0,15.83
2006-02-28,7.8,144.7,12.79
2006-03-31,8.5,145.0,15.21
2006-04-30,6.72,144.2,9.38
2006-05-31,7.1,144.4,10.53
2006-06-30,6.86,144.3,9.81
2006-07-31,6.62,144.1,9.08
2006-08-31,6.37,144.0,8.36
2006-09-30,7.82,144.7,12.86
2006-10-31,7.2,144.4,10.82
2006-11-30,6.58,144.1,8.98
2006-12-31,8.4,144.9,14.89
2007-01-31,8.05,144.8,13.65
2007-02-28,11.51,146.3,28.34
2007-03-31,10.46,145.8,23.34
