Time,area_km2,elevation_m,changed_storage_mcm
2010-01-31,5.47,245.7,70.27
2010-02-28,6.36,247.7,82.09
2010-03-31,8.13,250.8,104.41
2010-04-30,6.26,247.5,80.74
2010-05-31,8.19,250.9,105.21
2010-06-30,9.52,252.8,122.28
2010-07-31,8.38,251.2,107.71
2010-08-31,7.29,249.4,93.88
2010-09-30,6.2,247.3,79.86
2010-10-31,7.36,249.6,94.79
2010-11-30,8.17,250.9,104.99
2010-12-31,8.98,252.1,115.42
2011-01-31,9.78,253.2,125.82
2011-02-28,10.59,254.4,138.27
2011-03-31,8.64,251.6,111.04
2011-04-30,6.68,248.3,86.32
2011-05-31,5.75,246.4,73.95
2011-06-30,5.86,246.6,75.41
2011-07-31,5.98,246.9,76.86
2011-08-31,6.09,247.1,78.34
2011-09-30,6.2,247.3,79.86
2011-10-31,6.31,247.6,81.37
2011-11-30,6.42,247.8,82.89
2011-12-31,6.53,248.1,84.37
2012-01-31,6.64,248.3,85.79
2012-02-29,6.75,248.5,87.2
2012-03-31,6.86,248.7,88.61
2012-04-30,6.98,248.9,90.02
2012-05-31,6.31,247.6,81.36
2012-06-30,6.4,247.8,82.68
2012-07-31,6.5,248.0,84.0
2012-08-31,6.6,248.2,85.24
2012-09-30,6.7,248.4,86.47
2012-10-31,6.79,248.6,87.71
2012-11-30,6.85,248.7,88.4
2012-12-31,6.9,248.8,89.1
2013-01-31,6.37,247.7,82.19
2013-02-28,5.83,246.5,75.02
2013-03-31,5.3,245.3,68.2
2013-04-30,5.19,245.1,66.82
2013-05-31,6.33,247.6,81.67
2013-06-30,6.43,247.9,83.05
2013-07-31,6.53,248.1,84.4
2013-08-31,6.13,247.2,78.98
2013-09-30,5.73,246.3,73.69
2013-10-31,6.89,248.7,88.96
2013-11-30,7.0,248.9,90.36
2013-12-31,7.32,249.5,94.28
2014-01-31,9.4,252.7,120.78
2014-02-28,8.07,250.7,103.68
2014-03-31,7.75,250.2,99.53
2014-04-30,5.28,245.3,67.96
2014-05-31,6.46,247.9,83.38
2014-06-30,5.9,246.7,75.83
2014-07-31,6.56,248.1,84.73
2014-08-31,7.22,249.3,93.05
2014-09-30,8.81,251.9,113.33
2014-10-31,3.71,240.7,47.76
2014-11-30,5.36,245.5,68.93
2014-12-31,7.01,249.0,90.46
2015-01-31,8.66,251.6,111.35
2015-02-28,5.79,246.4,74.37
2015-03-31,7.88,250.4,101.2
2015-04-30,6.3,247.6,81.31
2015-05-31,7.68,250.1,98.63
2015-06-30,6.88,248.7,88.82
2015-07-31,7.25,249.4,93.37
2015-08-31,7.61,250.0,97.84
2015-09-30,7.07,249.1,91.2
2015-10-31,5.96,246.8,76.68
2015-11-30,5.25,245.2,67.6
2015-12-31,5.82,246.5,74.82
2016-01-31,4.83,244.2,62.53
2016-02-29,3.24,238.3,42.08
2016-03-31,9.18,252.4,117.92
2016-04-30,9.02,252.1,115.91
2016-05-31,8.0,250.6,102.74
2016-06-30,6.53,248.1,84.41
2016-07-31,7.98,250.6,102.49
2016-08-31,6.95,248.8,89.69
2016-09-30,7.38,249.6,95.03
2016-10-31,6.89,248.7,88.99
2016-11-30,7.92,250.5,101.72
2016-12-31,8.94,252.0,114.95
2017-01-31,9.96,253.5,128.4
2017-02-28,10.99,255.1,145.36
2017-03-31,10.19,253.8,131.75
2017-04-30,9.67,253.0,124.14
2017-05-31,11.03,255.2,146.19
2017-06-30,10.28,253.9,133.0
2017-07-31,9.54,252.8,122.45
2017-08-31,6.92,248.8,89.26
2017-09-30,7.08,249.1,91.29
2017-10-31,6.17,247.3,79.55
2017-11-30,7.41,249.6,95.31
2017-12-31,8.64,251.6,111.05
2018-01-31,9.87,253.3,127.07
2018-02-28,10.5,254.3,136.69
2018-03-31,9.48,252.8,121.79
2018-04-30,8.31,251.1,106.85
2018-05-31,7.18,249.3,92.57
2018-06-30,7.45,249.7,95.86
2018-07-31,7.72,250.1,99.22
2018-08-31,6.38,247.7,82.29
2018-09-30,5.1,244.8,65.71
2018-10-31,4.32,242.7,55.59
2018-11-30,5.92,246.7,76.07
2018-12-31,10.3,253.9,133.29
2019-01-31,11.24,255.5,150.56
2019-02-28,11.17,255.4,149.11
2019-03-31,10.95,255.0,144.6
2019-04-30,10.43,254.1,135.4
2019-05-31,9.84,253.3,126.56
2019-06-30,8.66,251.6,111.36
2019-07-31,6.71,248.4,86.59
2019-08-31,4.32,242.7,55.52
2019-09-30,6.36,247.7,82.14
2019-10-31,5.87,246.6,75.45
2019-11-30,11.22,255.5,150.09
2019-12-31,9.81,253.2,126.25
2020-01-31,10.98,255.1,145.28
2020-02-29,10.64,254.5,139.19
2020-03-31,10.3,253.9,133.23
2020-04-30,9.12,252.3,117.15
2020-05-31,8.52,251.4,109.5
2020-06-30,8.57,251.5,110.18
2020-07-31,9.2,252.4,118.16
2020-08-31,8.32,251.1,106.96
2020-09-30,7.7,250.1,98.96
2020-10-31,10.37,254.0,134.34
2020-11-30,9.93,253.4,127.88
2020-12-31,6.99,248.9,90.21
2021-01-31,10.6,254.4,138.37
2021-02-28,10.96,255.0,144.86
2021-03-31,9.55,252.9,122.58
2021-04-30,8.1,250.7,104.02
2021-05-31,8.09,250.7,103.98
2021-06-30,7.77,250.2,99.81
2021-07-31,7.24,249.3,93.24
2021-08-31,4.48,243.2,57.79
2021-09-30,7.25,249.4,93.39
2021-10-31,8.78,251.8,112.9
2021-11-30,9.62,253.0,123.46
2021-12-31,10.45,254.2,135.82
2022-01-31,11.29,255.6,151.53
2022-02-28,3.55,240.3,46.05
2022-03-31,10.44,254.2,135.61
2022-04-30,9.9,253.4,127.52
2022-05-31,8.41,251.2,108.12
2022-06-30,10.17,253.8,131.46
2022-07-31,9.26,252.5,118.95
2022-08-31,8.48,251.3,109.01
2022-09-30,7.96,250.5,102.33
2022-10-31,10.03,253.6,129.4
2022-11-30,10.95,255.0,144.63
2022-12-31,10.08,253.6,130.14
2023-01-31,10.9,254.9,143.77
2023-02-28,10.73,254.7,140.8
2023-03-31,10.07,253.6,129.93
2023-04-30,8.3,251.1,106.64
2023-05-31,8.03,250.6,103.12
2023-06-30,7.97,250.6,102.44
2023-07-31,8.48,251.3,108.97
2023-08-31,8.79,251.8,113.08
2023-09-30,7.72,250.1,99.23
2023-10-31,9.37,252.6,120.36
2023-11-30,4.96,244.5,64.15
2023-12-31,5.8,246.5,74.57
2024-01-31,7.9,250.4,101.56
2024-02-29,10.07,253.6,129.89
2024-03-31,9.07,252.2,116.53
2024-04-30,8.74,251.7,112.34
2024-05-31,8.39,251.2,107.78
2024-06-30,7.66,250.1,98.46
