Time,area_km2,elevation_m,changed_storage_mcm
2000-01-31,105.99,229.1,3839.05
2000-02-29,107.32,230.3,3969.98
2000-03-31,103.35,226.7,3587.33
2000-04-30,89.12,214.1,2379.76
2000-05-31,75.95,203.1,1472.99
2000-06-30,64.01,193.7,809.24
2000-07-31,54.29,186.3,372.49
2000-08-31,72.69,200.5,1277.41
2000-09-30,106.05,229.1,3845.07
2000-10-31,106.27,229.3,3866.4
2000-11-30,107.4,230.4,3977.53
2000-12-31,108.77,231.6,4114.25
2001-01-31,106.38,229.4,3877.43
2001-02-28,107.6,230.5,3997.46
2001-03-31,95.34,219.5,2877.73
2001-04-30,89.25,214.2,2389.83
2001-05-31,84.27,210.0,2023.55
2001-06-30,54.17,186.2,367.81
2001-07-31,75.6,202.8,1450.99
2001-08-31,79.38,205.9,1690.46
2001-09-30,106.58,229.6,3896.74
2001-10-31,105.97,229.0,3837.7
2001-11-30,105.37,228.5,3779.16
2001-12-31,102.09,225.5,3470.58
2002-01-31,98.55,222.4,3152.92
2002-02-28,97.95,221.8,3100.24
2002-03-31,97.28,221.2,3042.67
2002-04-30,85.08,210.7,2080.94
2002-05-31,66.86,195.9,954.64
2002-06-30,77.22,204.2,1551.77
2002-07-31,57.55,188.7,509.33
2002-08-31,79.41,206.0,1692.66
2002-09-30,89.53,214.5,2411.64
2002-10-31,109.66,232.5,4205.22
2002-11-30,105.76,228.9,3816.9
2002-12-31,105.44,228.6,3786.48
2003-01-31,104.32,227.5,3679.47
2003-02-28,98.84,222.6,3178.41
2003-03-31,93.67,218.1,2739.85
2003-04-30,82.78,208.8,1919.08
2003-05-31,75.39,202.7,1438.41
2003-06-30,75.5,202.8,1445.44
2003-07-31,75.62,202.9,1452.49
2003-08-31,75.73,203.0,1459.54
2003-09-30,81.99,208.1,1864.91
2003-10-31,88.24,213.4,2313.62
2003-11-30,99.37,223.1,3224.56
2003-12-31,102.79,226.2,3535.68
2004-01-31,100.52,224.1,3327.85
2004-02-29,100.3,223.9,3307.72
2004-03-31,95.18,219.4,2864.07
2004-04-30,87.82,213.0,2282.33
2004-05-31,77.91,204.7,1595.98
2004-06-30,77.06,204.0,1541.73
2004-07-31,47.88,181.6,131.43
2004-08-31,70.43,198.7,1148.25
2004-09-30,92.99,217.5,2684.38
2004-10-31,102.31,225.7,3490.94
2004-11-30,101.17,224.7,3386.41
2004-12-31,97.72,221.6,3080.63
2005-01-31,97.52,221.4,3062.97
2005-02-28,94.78,219.0,2830.67
2005-03-31,90.04,214.9,2451.11
2005-04-30,81.82,208.0,1853.72
2005-05-31,68.83,197.4,1060.14
2005-06-30,68.65,197.3,1050.17
2005-07-31,63.5,193.3,784.36
2005-08-31,76.51,203.6,1507.24
2005-09-30,91.67,216.3,2578.98
2005-10-31,106.84,229.8,3922.92
2005-11-30,104.14,227.4,3662.4
2005-12-31,102.15,225.6,3476.11
2006-01-31,100.16,223.8,3294.9
2006-02-28,110.66,233.4,4307.77
2006-03-31,105.95,229.0,3835.37
2006-04-30,94.92,219.1,2842.94
2006-05-31,78.99,205.6,1665.2
2006-06-30,65.23,194.6,870.58
2006-07-31,56.56,188.0,466.58
2006-08-31,102.17,225.6,3477.64
2006-09-30,99.93,223.6,3274.92
2006-10-31,109.97,232.7,4236.65
2006-11-30,109.24,232.1,4161.84
2006-12-31,106.09,229.2,3849.57
2007-01-31,102.4,225.8,3499.19
2007-02-28,96.6,220.6,2983.85
2007-03-31,81.86,208.0,1856.23
2007-04-30,79.98,206.4,1730.42
2007-05-31,67.02,196.0,962.99
2007-06-30,69.72,198.1,1108.41
2007-07-31,75.56,202.8,1448.6
2007-08-31,96.95,220.9,3013.75
2007-09-30,105.07,228.2,3750.81
2007-10-31,101.8,225.3,3443.77
2007-11-30,98.52,222.3,3150.29
2007-12-31,95.25,219.4,2870.11
2008-01-31,93.67,218.0,2739.29
2008-02-29,92.11,216.7,2613.9
2008-03-31,85.98,211.5,2146.41
2008-04-30,76.91,203.9,1532.63
2008-05-31,60.89,191.3,659.37
2008-06-30,70.04,198.4,1126.58
2008-07-31,92.92,217.4,2678.78
2008-08-31,61.24,191.5,676.1
2008-09-30,81.11,207.4,1805.57
2008-10-31,100.98,224.5,3369.13
2008-11-30,106.64,229.7,3902.51
2008-12-31,106.27,229.3,3866.43
2009-01-31,103.46,226.8,3597.64
2009-02-28,101.14,224.7,3383.5
2009-03-31,91.6,216.3,2573.12
2009-04-30,81.79,207.9,1851.27
2009-05-31,77.17,204.1,1548.57
2009-06-30,74.91,202.3,1409.32
2009-07-31,75.93,203.1,1471.28
2009-08-31,95.3,219.5,2874.65
2009-09-30,97.34,221.3,3047.64
2009-10-31,107.58,230.5,3995.54
2009-11-30,104.4,227.6,3686.92
2009-12-31,104.71,227.9,3716.51
2010-01-31,90.78,215.5,2508.55
2010-02-28,92.55,217.1,2649.14
2010-03-31,81.34,207.6,1820.64
2010-04-30,73.23,200.9,1309.14
2010-05-31,82.47,208.5,1898.26
2010-06-30,83.75,209.6,1986.9
2010-07-31,69.4,197.9,1090.82
2010-08-31,73.95,201.5,1351.28
2010-09-30,78.5,205.2,1633.37
2010-10-31,77.43,204.3,1565.24
