Time,area_km2,elevation_m,changed_storage_mcm
2021-01-31,12.82,300.2,310.68
2021-02-28,11.95,297.5,277.8
2021-03-31,13.94,303.4,354.38
2021-04-30,14.24,304.3,366.47
2021-05-31,13.36,301.8,331.52
2021-06-30,15.21,306.9,405.21
2021-07-31,15.16,306.8,403.05
2021-08-31,15.23,307.0,406.14
2021-09-30,17.53,313.6,514.17
2021-10-31,15.94,309.1,438.14
2021-11-30,17.27,312.8,501.14
2021-12-31,17.15,312.5,495.46
2022-01-31,17.81,314.4,528.35
2022-02-28,17.97,314.9,537.46
2022-03-31,16.23,309.9,452.24
2022-04-30,19.37,319.9,630.24
2022-05-31,14.33,304.5,369.69
2022-06-30,16.22,309.9,451.56
2022-07-31,15.13,306.7,401.64
2022-08-31,17.8,314.4,527.93
2022-09-30,18.63,317.1,577.7
2022-10-31,19.46,320.3,638.07
2022-11-30,19.16,319.0,612.72
2022-12-31,19.22,319.2,617.57
2023-01-31,19.63,320.9,651.01
2023-02-28,18.48,316.6,567.92
2023-03-31,16.34,310.3,457.54
2023-04-30,16.84,311.7,481.23
2023-05-31,18.39,316.3,561.92
2023-06-30,11.88,297.3,275.04
2023-07-31,15.13,306.7,401.75
2023-08-31,9.85,289.7,192.5
2023-09-30,17.12,312.4,494.01
2023-10-31,19.81,321.7,666.73
2023-11-30,19.65,321.0,653.07
2023-12-31,18.76,317.5,585.58
2024-01-31,19.44,320.2,636.16
2024-02-29,17.84,314.5,530.21
2024-03-31,19.03,318.5,603.88
2024-04-30,17.85,314.5,531.01
2024-05-31,17.42,313.3,508.42
2024-06-30,11.13,294.6,244.33
2024-07-31,13.22,301.3,325.85
2024-08-31,15.3,307.2,409.43
2024-09-30,9.2,287.3,173.13
2024-10-31,19.81,321.7,666.51
2024-11-30,20.08,323.1,694.26
2024-12-31,19.39,320.0,632.15
2025-01-31,20.15,323.6,703.32
2025-02-28,19.53,320.5,643.14
2025-03-31,16.82,311.6,480.31
2025-04-30,14.35,304.6,370.53
2025-05-31,15.14,306.7,401.9
