Time,area_km2,elevation_m,changed_storage_mcm
2015-01-31,0.04,596.7,0.23
2015-02-28,0.05,598.2,0.3
2015-03-31,0.05,599.7,0.37
2015-04-30,0.05,597.9,0.29
2015-05-31,0.03,594.2,0.14
2015-06-30,0.03,592.0,0.07
2015-07-31,0.04,595.5,0.18
2015-08-31,0.05,598.7,0.32
2015-09-30,0.03,593.7,0.12
2015-10-31,0.04,596.3,0.22
2015-11-30,0.04,595.9,0.2
2015-12-31,0.06,601.6,0.48
2016-01-31,0.06,602.4,0.52
2016-02-29,0.06,604.1,0.62
2016-03-31,0.06,601.3,0.46
2016-04-30,0.04,597.4,0.26
2016-05-31,0.03,593.4,0.11
2016-06-30,0.05,598.9,0.33
2016-07-31,0.06,602.4,0.52
2016-08-31,0.05,598.7,0.32
2016-09-30,0.04,597.1,0.25
2016-10-31,0.03,593.4,0.11
2016-11-30,0.04,594.8,0.16
2016-12-31,0.08,610.7,1.08
2017-01-31,0.05,601.0,0.44
2017-02-28,0.04,596.3,0.22
2017-03-31,0.07,608.0,0.88
2017-04-30,0.07,606.5,0.77
2017-05-31,0.06,604.1,0.62
2017-06-30,0.06,605.3,0.7
2017-07-31,0.06,605.8,0.73
2017-08-31,0.07,606.3,0.76
2017-09-30,0.06,605.7,0.72
2017-10-31,0.06,604.9,0.67
2017-11-30,0.05,599.2,0.35
2017-12-31,0.06,605.8,0.73
2018-01-31,0.05,598.9,0.33
2018-02-28,0.05,598.2,0.3
2018-03-31,0.06,601.8,0.49
2018-04-30,0.04,597.5,0.27
2018-05-31,0.06,603.2,0.57
2018-06-30,0.06,601.2,0.46
2018-07-31,0.05,599.0,0.34
2018-08-31,0.05,598.4,0.31
2018-09-30,0.04,597.7,0.28
2018-10-31,0.05,600.1,0.4
2018-11-30,0.05,598.1,0.29
2018-12-31,0.05,600.1,0.4
2019-01-31,0.06,602.4,0.52
2019-02-28,0.06,603.2,0.57
2019-03-31,0.05,601.0,0.44
2019-04-30,0.05,598.9,0.33
2019-05-31,0.07,608.0,0.88
2019-06-30,0.05,601.0,0.44
2019-07-31,0.06,601.6,0.48
2019-08-31,0.05,601.0,0.44
2019-09-30,0.07,607.3,0.83
2019-10-31,0.05,599.7,0.37
2019-11-30,0.05,597.9,0.29
2019-12-31,0.04,597.1,0.25
2020-01-31,0.05,599.2,0.35
2020-02-29,0.04,595.6,0.19
2020-03-31,0.06,605.5,0.71
2020-04-30,0.04,597.3,0.26
2020-05-31,0.07,607.1,0.82
2020-06-30,0.05,598.1,0.29
2020-07-31,0.07,606.3,0.76
2020-08-31,0.02,591.3,0.06
2020-09-30,0.07,607.8,0.86
2020-10-31,0.05,599.7,0.37
2020-11-30,0.05,598.2,0.3
2020-12-31,0.06,601.3,0.46
2021-01-31,0.05,598.2,0.3
2021-02-28,0.05,601.0,0.44
2021-03-31,0.05,598.2,0.3
2021-04-30,0.05,598.4,0.31
2021-05-31,0.07,606.3,0.76
2021-06-30,0.08,610.7,1.08
2021-07-31,0.03,592.9,0.09
2021-08-31,0.07,608.0,0.88
2021-09-30,0.06,605.3,0.7
2021-10-31,0.05,598.5,0.31
2021-11-30,0.05,598.4,0.31
2021-12-31,0.05,599.7,0.37
2022-01-31,0.06,602.4,0.52
2022-02-28,0.05,600.1,0.4
2022-03-31,0.05,598.8,0.33
2022-04-30,0.06,606.1,0.75
2022-05-31,0.07,606.5,0.77
2022-06-30,0.07,606.9,0.8
2022-07-31,0.06,604.1,0.62
2022-08-31,0.08,610.4,1.06
2022-09-30,0.06,606.1,0.75
2022-10-31,0.05,598.9,0.33
2022-11-30,0.04,596.7,0.23
2022-12-31,0.06,605.5,0.71
2023-01-31,0.06,606.1,0.75
2023-02-28,0.06,605.8,0.73
2023-03-31,0.07,608.0,0.88
2023-04-30,0.07,607.1,0.82
2023-05-31,0.07,610.2,1.04
2023-06-30,0.08,610.7,1.08
2023-07-31,0.07,608.0,0.88
2023-08-31,0.07,607.6,0.85
2023-09-30,0.07,607.1,0.82
2023-10-31,0.06,604.9,0.67
2023-11-30,0.06,604.9,0.67
2023-12-31,0.05,601.0,0.44
2024-01-31,0.06,605.5,0.71
2024-02-29,0.06,605.3,0.7
2024-03-31,0.05,598.9,0.33
2024-04-30,0.04,597.5,0.27
2024-05-31,0.08,610.4,1.06
2024-06-30,0.04,595.9,0.2
2024-07-31,0.04,596.3,0.22
2024-08-31,0.05,598.9,0.33
2024-09-30,0.06,605.8,0.73
2024-10-31,0.07,608.8,0.93
2024-11-30,0.05,598.4,0.31
2024-12-31,0.05,598.4,0.31
2025-01-31,0.05,598.1,0.29
2025-02-28,0.05,598.9,0.33
2025-03-31,0.06,602.4,0.52
2025-04-30,0.07,607.1,0.82
2025-05-31,0.07,610.2,1.04
