SEAWEA_ID,id,reservoir_name,dam_name,station_name,station_type,country,commission_year,status,dam_height_m,dam_length_m,max_area_km2,min_area_km2,normal_area_km2,max_capacity_mcm,min_capacity_mcm,normal_capacity_mcm,average_depth_m,dam_crest_elevation_m,reservoir_normal_elevation_m,reservoir_minimum_elevation_m,water_head_m,design_flow_m3s,power_mw,main_use,second_use,longitude,latitude,dynamic_id
82,10230,Huai Kan Lueang,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,1985,Operational,-99,-99,-99,-99,-99,-99,-99,-99,15.8,-999.9,-999.9,-999.9,-999.9,-999.9,-99,Irrigation,SEAWEA_UNKNOWN,104.421399,16.946363,
83,10234,Ban Dong Noi,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,1985,Operational,-99,-99,-99,-99,-99,-99,-99,-99,15.7,-999.9,-999.9,-999.9,-999.9,-999.9,-99,Irrigation,Water supply,104.528393,16.884008,
84,10237,Huai Sang Khiap,Huai Sang Khiap,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,1997,Operational,-99,-99,-99,-99,-99,-99,0.529,7.5,16.3,-999.9,-999.9,-999.9,-999.9,-999.9,-99,Irrigation,SEAWEA_UNKNOWN,103.749209,16.844885,
85,10241,Huai Chanot,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,1985,Operational,-99,-99,-99,-99,-99,-99,0.65,18.4,17.1,-999.9,-999.9,-999.9,-999.9,-999.9,-99,Irrigation,Water supply,104.555628,16.81042,
86,10242,Huai Sathot,Huai Sathot,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,1985,Operational,-99,-99,-99,-99,-99,-99,-99,-99,16.6,-999.9,-999.9,-999.9,-999.9,-999.9,-99,Irrigation,SEAWEA_UNKNOWN,103.85981,16.694543,
87,10243,Huai Phai,Huai Phai,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,1998,Operational,-99,-99,-99,-99,-99,-99,-99,-99,15.9,-999.9,-999.9,-999.9,-999.9,-999.9,-99,Irrigation,SEAWEA_UNKNOWN,104.192699,16.685005,
88,10245,Tadsalaem,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Laos,1997,Operational,-99,-99,-99,-99,-99,-99,-99,-99,16.7,-999.9,-999.9,-999.9,-999.9,-999.9,-99,Irrigation,SEAWEA_UNKNOWN,105.059295,16.551084,
89,10246,Huai Kaeng,Huai Kaeng,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,1985,Operational,-99,-99,-99,-99,-99,-99,-99,-99,17.2,-999.9,-999.9,-999.9,-999.9,-999.9,-99,Irrigation,SEAWEA_UNKNOWN,103.693183,16.537011,
90,10248,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Laos,-99,Potential,-99,-99,-99,-99,-99,-99,-99,-99,17.2,-999.9,-999.9,-999.9,-999.9,-999.9,-99,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,105.208593,16.520545,
91,10250,Ban Phet,Ban Phet,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,1985,Operational,-99,-99,-99,-99,-99,-99,-99,-99,17.3,-999.9,-999.9,-999.9,-999.9,-999.9,-99,Irrigation,SEAWEA_UNKNOWN,102.302083,16.358893,
92,10251,Huai Khee Lek,Huai Khee Lek,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,1985,Operational,-99,-99,-99,-99,-99,-99,-99,-99,17,-999.9,-999.9,-999.9,-999.9,-999.9,-99,Irrigation,SEAWEA_UNKNOWN,104.571408,16.358577,
93,10253,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Laos,-99,Potential,-99,-99,-99,-99,-99,-99,-99,-99,16.7,-999.9,-999.9,-999.9,-999.9,-999.9,-99,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,105.365336,16.257226,
94,10255,Huai Ling Chon,Huai Ling Chon,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,1990,Operational,-99,-99,-99,-99,-99,-99,-99,-99,16.9,-999.9,-999.9,-999.9,-999.9,-999.9,-99,Irrigation,SEAWEA_UNKNOWN,104.401639,16.246876,
95,10257,Khae Loeng Chan,Khae Loeng Chan,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,1985,Operational,-99,-99,-99,-99,-99,-99,-99,-99,15.7,-999.9,-999.9,-999.9,-999.9,-999.9,-99,Irrigation,SEAWEA_UNKNOWN,103.270219,16.18424,
96,10258,Kaeng Lawa,Kaeng Lawa,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,1985,Operational,-99,-99,-99,-99,-99,-99,-99,-99,17.6,-999.9,-999.9,-999.9,-999.9,-999.9,-99,Irrigation,SEAWEA_UNKNOWN,102.677498,16.170966,
97,10260,Huai Sabaek,Huai Sabaek,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,1992,Operational,-99,-99,-99,-99,-99,-99,-99,-99,16.9,-999.9,-999.9,-999.9,-999.9,-999.9,-99,Irrigation,SEAWEA_UNKNOWN,104.68671,16.160307,
98,10261,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,-99,Potential,-99,-99,-99,-99,-99,-99,-99,-99,16.4,-999.9,-999.9,-999.9,-999.9,-999.9,-99,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,102.565515,16.130723,
99,10262,Huai Aeng,Huai Aeng,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,1985,Operational,-99,-99,-99,-99,-99,-99,-99,-99,17.3,-999.9,-999.9,-999.9,-999.9,-999.9,-99,Irrigation,SEAWEA_UNKNOWN,103.460417,16.114021,
100,10265,Lam Pha Thao,Lam Pha Thao,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,1992,Operational,-99,-99,-99,-99,-99,-99,-99,-99,17.6,-999.9,-999.9,-999.9,-999.9,-999.9,-99,Irrigation,SEAWEA_UNKNOWN,102.064583,16.076921,
101,10267,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,-99,Potential,-99,-99,-99,-99,-99,-99,-99,0,15.8,-999.9,-999.9,-999.9,-999.9,-999.9,-99,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,102.363207,15.969796,
102,10268,Huai Hin Khong,Huai Hin Khong,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,1985,Operational,-99,-99,-99,-99,-99,-99,-99,-99,15.8,-999.9,-999.9,-999.9,-999.9,-999.9,-99,Irrigation,SEAWEA_UNKNOWN,104.972917,15.915163,
103,10270,Cho Raka,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,1985,Operational,-99,-99,-99,-99,-99,-99,1.033,10.312,16.3,-999.9,-999.9,-999.9,-999.9,-999.9,-99,Irrigation,SEAWEA_UNKNOWN,101.984119,15.901919,
104,10271,Huai Pho,Huai Pho,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,1985,Operational,-99,-99,-99,-99,-99,-99,0.544,7.438,15.7,-999.9,-999.9,-999.9,-999.9,-999.9,-99,Irrigation,SEAWEA_UNKNOWN,104.588093,15.891395,
105,10272,Puttaautayan,Puttaautayan,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,1985,Operational,-99,-99,-99,-99,-99,-99,-99,-99,17,-999.9,-999.9,-999.9,-999.9,-999.9,-99,Irrigation,SEAWEA_UNKNOWN,104.638542,15.887192,
106,10273,Huai Si Tho,Huai Si Tho,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,1996,Operational,-99,-99,-99,-99,-99,-99,-99,-99,16.4,-999.9,-999.9,-999.9,-999.9,-999.9,-99,Irrigation,SEAWEA_UNKNOWN,104.742244,15.887083,
107,10275,Huai Kho,Huai Kho,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,1985,Operational,-99,-99,-99,-99,-99,-99,-99,-99,17.9,-999.9,-999.9,-999.9,-999.9,-999.9,-99,Irrigation,SEAWEA_UNKNOWN,103.030208,15.824707,
108,10278,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,-99,Potential,-99,-99,-99,-99,-99,-99,-99,0,16.2,-999.9,-999.9,-999.9,-999.9,-999.9,-99,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,102.338429,15.797318,
109,10283,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,-99,Potential,-99,-99,-99,-99,-99,-99,-99,-99,15.7,-999.9,-999.9,-999.9,-999.9,-999.9,-99,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,104.351042,15.747917,
110,10284,Huai Thom,Huai Thom,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,1985,Operational,-99,-99,-99,-99,-99,-99,-99,-99,16,-999.9,-999.9,-999.9,-999.9,-999.9,-99,Irrigation,SEAWEA_UNKNOWN,104.380361,15.741123,
111,10285,Kahan Samrong,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,1985,Operational,-99,-99,-99,-99,-99,-99,-99,0,15.8,-999.9,-999.9,-999.9,-999.9,-999.9,-99,Irrigation,SEAWEA_UNKNOWN,102.214669,15.726402,
112,10286,Huai Chan Tai,Huai Chan Tai,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,1985,Operational,-99,-99,-99,-99,-99,-99,0.55,5.795,16.4,-999.9,-999.9,-999.9,-999.9,-999.9,-99,Irrigation,SEAWEA_UNKNOWN,103.376042,15.655405,
113,10287,Huai Yang,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,1993,Operational,-99,-99,-99,-99,-99,-99,-99,-99,16.3,-999.9,-999.9,-999.9,-999.9,-999.9,-99,Irrigation,SEAWEA_UNKNOWN,102.201038,15.642275,
114,10288,Huai Tham Khe,Huai Tham Khe,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,1985,Operational,-99,-99,-99,-99,-99,-99,0.6,13.7,17,-999.9,-999.9,-999.9,-999.9,-999.9,-99,Irrigation,SEAWEA_UNKNOWN,105.047917,15.632132,
115,10290,La Han Luk Nok,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,1985,Operational,-99,-99,-99,-99,-99,-99,-99,-99,16.4,-999.9,-999.9,-999.9,-999.9,-999.9,-99,Irrigation,SEAWEA_UNKNOWN,102.080032,15.610417,
116,10291,Lam Khan Chu,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,1997,Operational,-99,-99,-99,-99,-99,-99,-99,-99,17.2,-999.9,-999.9,-999.9,-999.9,-999.9,-99,Irrigation,SEAWEA_UNKNOWN,101.54375,15.497917,
117,10293,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,-99,Potential,-99,-99,-99,-99,-99,-99,0.04,7.675,16.1,-999.9,-999.9,-999.9,-999.9,-999.9,-99,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,104.815794,15.415683,
118,10296,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,-99,Potential,-99,-99,-99,-99,-99,-99,0.308,7.58,16.2,-999.9,-999.9,-999.9,-999.9,-999.9,-99,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,103.205101,15.275593,
119,10308,Huai Chorakhe Mak,Huai Chorakhe Mak,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,2014,Operational,-99,-99,-99,-99,-99,-99,-99,-99,17.7,-999.9,-999.9,-999.9,-999.9,-999.9,-99,Irrigation,SEAWEA_UNKNOWN,103.042708,14.913018,
120,10309,Huai Sawai,Huai Sawai,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,1985,Operational,-99,-99,-99,-99,-99,-99,-99,-99,17.3,-999.9,-999.9,-999.9,-999.9,-999.9,-99,Irrigation,SEAWEA_UNKNOWN,103.247545,14.909752,
121,10315,Sup Pradu,Sup Pradu,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,1985,Operational,-99,-99,-99,-99,-99,-99,-99,-99,17,-999.9,-999.9,-999.9,-999.9,-999.9,-99,Irrigation,SEAWEA_UNKNOWN,101.701215,14.850958,
122,10317,Huai Saneng,Huai Saneng,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,1985,Operational,-99,-99,-99,-99,-99,-99,-99,-99,17.7,-999.9,-999.9,-999.9,-999.9,-999.9,-99,Irrigation,SEAWEA_UNKNOWN,103.499416,14.817126,
123,10324,Ampuen,Ampuen,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,1985,Operational,-99,-99,-99,-99,-99,-99,-99,-99,17.8,-999.9,-999.9,-999.9,-999.9,-999.9,-99,Irrigation,SEAWEA_UNKNOWN,103.548148,14.764427,
124,10326,Huai Ta Mai,Huai Ta Mai,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,1985,Operational,-99,-99,-99,-99,-99,-99,-99,-99,17.6,-999.9,-999.9,-999.9,-999.9,-999.9,-99,Irrigation,SEAWEA_UNKNOWN,104.592602,14.730511,
125,10329,Lam Sai Lai,Lam Sai Lai,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,1985,Operational,-99,-99,-99,-99,-99,-99,-99,-99,17.9,-999.9,-999.9,-999.9,-999.9,-999.9,-99,Irrigation,SEAWEA_UNKNOWN,101.872334,14.677083,
126,10330,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,1995,Operational,-99,-99,-99,-99,-99,-99,-99,-99,16.3,-999.9,-999.9,-999.9,-999.9,-999.9,-99,Irrigation,SEAWEA_UNKNOWN,102.79375,14.665525,
127,10331,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,1985,Operational,-99,-99,-99,-99,-99,-99,-99,-99,16.3,-999.9,-999.9,-999.9,-999.9,-999.9,-99,Irrigation,SEAWEA_UNKNOWN,103.08829,14.64037,
128,10333,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,1985,Operational,-99,-99,-99,-99,-99,-99,0.65,3.66,16.1,-999.9,-999.9,-999.9,-999.9,-999.9,-99,Irrigation,Water supply,104.421875,14.613956,
129,10337,Huai Ta Chu,Huai Ta Chu,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,1996,Operational,-99,-99,-99,-99,-99,-99,1.8,22.28,16.3,-999.9,-999.9,-999.9,-999.9,-999.9,-99,Irrigation,SEAWEA_UNKNOWN,104.350332,14.546397,
130,10338,Dak Wi,Dak Wi,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Vietnam,1985,Operational,-99,-99,-99,-99,-99,-99,-99,-99,16.6,-999.9,-999.9,-999.9,-999.9,-999.9,-99,Irrigation,Irrigation,107.970131,14.539121,
131,10339,Huai Tuek Chu,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,1999,Operational,-99,-99,-99,-99,-99,-99,-99,-99,16.7,-999.9,-999.9,-999.9,-999.9,-999.9,-99,Irrigation,SEAWEA_UNKNOWN,104.144792,14.526193,
132,10340,Huai Sala,Huai Sala,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,1985,Operational,-99,-99,-99,-99,-99,-99,-99,-99,17.2,-999.9,-999.9,-999.9,-999.9,-999.9,-99,Irrigation,SEAWEA_UNKNOWN,104.19375,14.526196,
133,10341,Huai Dan Ai,Huai Dan Ai,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,1998,Operational,-99,-99,-99,-99,-99,-99,-99,-99,16.1,-999.9,-999.9,-999.9,-999.9,-999.9,-99,Irrigation,SEAWEA_UNKNOWN,104.575688,14.492207,
134,10345,Huai Wang Yai,Huai Wang Yai,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,1996,Operational,-99,-99,-99,-99,-99,-99,0.8,8,15.9,-999.9,-999.9,-999.9,-999.9,-999.9,-99,Irrigation,SEAWEA_UNKNOWN,105.051302,14.447917,
135,10348,Huai Phueng (1),Phlan Suea Ton Lang,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,1989,Operational,-99,-99,-99,-99,-99,-99,1.12,33.5,15.9,-999.9,-999.9,-999.9,-999.9,-999.9,-99,Irrigation,SEAWEA_UNKNOWN,105.198958,14.425636,
136,10349,Huai Samran,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,1995,Operational,-99,-99,-99,-99,-99,-99,-99,-99,15.9,-999.9,-999.9,-999.9,-999.9,-999.9,-99,Irrigation,SEAWEA_UNKNOWN,104.051042,14.422698,
137,10351,Huai Chan La,Huai Chan La,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,1989,Operational,-99,-99,-99,-99,-99,-99,0.6,16.9,16.7,-999.9,-999.9,-999.9,-999.9,-999.9,-99,Irrigation,SEAWEA_UNKNOWN,105.14375,14.410417,
138,10354,Lam Phra Phloeng 1,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,2000,Operational,-99,-99,-99,-99,-99,-99,0.76,6.4,15.6,-999.9,-999.9,-999.9,-999.9,-999.9,-99,Irrigation,SEAWEA_UNKNOWN,101.702855,14.381071,
139,10361,Lam Plai Mat,Lam Plai Mat,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,1991,Operational,32,-99,1.04,-99,1.04,98,-99,98,17.7,-999.9,-999.9,-999.9,-999.9,-999.9,-99,Irrigation,SEAWEA_UNKNOWN,102.439583,14.301979,
140,10365,Bien Ho,Bien Ho,H ? Bien Ho ,SEAWEA_UNKNOWN,Vietnam,2016,Operational,21,-99,2.5,-99,-99,29,-99,-99,17.6,-999.9,-999.9,-999.9,-999.9,-999.9,0.225,Water supply,Hydropower,108.003714,14.058627,
141,10451,Ea Kar,SEAWEA_UNKNOWN,Ea Kar ,SEAWEA_UNKNOWN,Vietnam,2012,Operational,-99,-99,-99,-99,-99,-99,-99,-99,15.9,-999.9,-999.9,-999.9,-999.9,-999.9,3,Irrigation,Water supply,108.452038,12.789771,
142,10457,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Vietnam,1985,Operational,-99,-99,-99,-99,-99,-99,-99,-99,15.7,-999.9,-999.9,-999.9,-999.9,-999.9,-99,Irrigation,SEAWEA_UNKNOWN,108.448075,12.743752,
143,10459,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Vietnam,1985,Operational,-99,-99,-99,-99,-99,-99,-99,-99,16.4,-999.9,-999.9,-999.9,-999.9,-999.9,-99,Irrigation,SEAWEA_UNKNOWN,108.487953,12.720298,
144,10462,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Vietnam,-99,Potential,-99,-99,-99,-99,-99,-99,-99,-99,16,-999.9,-999.9,-999.9,-999.9,-999.9,-99,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,108.127103,12.652083,
145,10466,Ea Kao,Ea Kao,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Vietnam,2006,Operational,17,-99,-99,-99,-99,17.74,14,-99,16.5,-999.9,-999.9,-999.9,-999.9,-999.9,-99,Water supply,Water supply,108.037201,12.604621,
146,10468,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Cambodia,1985,Operational,-99,-99,-99,-99,-99,-99,-99,-99,16,-999.9,-999.9,-999.9,-999.9,-999.9,-99,Irrigation,Flood control,105.149687,12.585715,
147,10476,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Vietnam,-99,Potential,-99,-99,-99,-99,-99,-99,-99,-99,15.9,-999.9,-999.9,-999.9,-999.9,-999.9,-99,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,107.60606,12.443025,
148,10478,Lak,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Vietnam,1985,Operational,-99,-99,-99,-99,-99,-99,-99,-99,1,-999.9,-999.9,-999.9,-999.9,-999.9,-99,Irrigation,Water supply,108.157737,12.417893,
149,10479,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Vietnam,-99,Potential,-99,-99,-99,-99,-99,-99,-99,-99,15.9,-999.9,-999.9,-999.9,-999.9,-999.9,-99,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,108.031224,12.406227,
150,10481,Buon Jun,Buon Jun,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Vietnam,1985,Operational,-99,-99,-99,-99,-99,-99,-99,-99,15.7,-999.9,-999.9,-999.9,-999.9,-999.9,-99,Irrigation,Water supply,107.614928,12.396803,
151,10483,Buon Triet,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Vietnam,1985,Operational,-99,-99,-99,-99,-99,-99,-99,-99,15.9,-999.9,-999.9,-999.9,-999.9,-999.9,-99,Irrigation,Water supply,108.075868,12.371604,
152,10487,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Cambodia,-99,Potential,-99,-99,-99,-99,-99,-99,-99,-99,17.3,-999.9,-999.9,-999.9,-999.9,-999.9,-99,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,105.779045,12.312202,
153,10493,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Cambodia,-99,Potential,-99,-99,-99,-99,-99,-99,-99,-99,16.1,-999.9,-999.9,-999.9,-999.9,-999.9,-99,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,106.827083,12.173433,
154,10502,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Cambodia,-99,Potential,-99,-99,-99,-99,-99,-99,-99,-99,16,-999.9,-999.9,-999.9,-999.9,-999.9,-99,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,105.36065,11.972334,
155,18985,Sanshao,Unknown 1,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,China,1958,Operational,-99,-99,0.57,-99,0.57,-99,-99,119.6,14.9,-999.9,-999.9,-999.9,-999.9,-999.9,-99,Irrigation,Water supply,100.335351,25.493608,
156,19031,Gegentang,Unknown 3,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,China,1985,Operational,-99,-99,0.5,-99,0.22,-99,-99,-99,14.1,-999.9,-999.9,-999.9,-999.9,-999.9,-99,Water supply,SEAWEA_UNKNOWN,99.284826,25.294819,
157,19196,He Xi,He Xi,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,China,1985,Operational,-99,-99,-99,-99,0.47,-99,-99,-99,14.9,-999.9,-999.9,-999.9,-999.9,-999.9,-99,Water supply,SEAWEA_UNKNOWN,99.642869,24.890599,
158,19787,Qianmao Cun,Unknown 11,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,China,1995,Operational,-99,-99,-99,-99,-99,-99,-99,-99,14.9,-999.9,-999.9,-999.9,-999.9,-999.9,-99,Hydropower,SEAWEA_UNKNOWN,100.410417,23.321948,
159,20003,Duoyilin,Unknown 13,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,China,1992,Operational,-99,-99,-99,-99,0.57,-99,-99,-99,15.1,-999.9,-999.9,-999.9,-999.9,-999.9,-99,Hydropower,SEAWEA_UNKNOWN,99.913542,22.903094,
160,20082,Ximahe,Ximahe,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,China,1956,Operational,-99,-99,9.49,-99,0.61,420,-99,420,15.2,-999.9,-999.9,-999.9,-999.9,-999.9,-99,Irrigation,SEAWEA_UNKNOWN,100.986458,22.785417,
161,20100,Kucong Tianba,Unknown 15,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,China,1985,Operational,-99,-99,-99,-99,-99,-99,-99,-99,14.7,-999.9,-999.9,-999.9,-999.9,-999.9,-99,Water supply,SEAWEA_UNKNOWN,100.98409,22.753456,
162,20114,Xinfang,Unknown 16,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,China,1985,Operational,-99,-99,-99,-99,-99,-99,-99,-99,14.9,-999.9,-999.9,-999.9,-999.9,-999.9,-99,Water supply,SEAWEA_UNKNOWN,100.95393,22.71783,
163,20125,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,China,1985,Operational,-99,-99,-99,-99,-99,-99,-99,-99,14,-999.9,-999.9,-999.9,-999.9,-999.9,-99,Irrigation,SEAWEA_UNKNOWN,100.67375,22.687035,
164,20189,Xiaohuangtian,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,China,1985,Operational,-99,-99,-99,-99,-99,-99,-99,-99,14.6,-999.9,-999.9,-999.9,-999.9,-999.9,-99,Water supply,SEAWEA_UNKNOWN,101.1241,22.533735,
165,20194,Po Jiaohe,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,China,1985,Operational,-99,-99,-99,-99,-99,-99,-99,-99,14.9,-999.9,-999.9,-999.9,-999.9,-999.9,-99,Water supply,SEAWEA_UNKNOWN,100.780208,22.495562,
166,20237,Hela,Unknown 18,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,China,1985,Operational,-99,-99,-99,-99,-99,-99,-99,-99,14.9,-999.9,-999.9,-999.9,-999.9,-999.9,-99,Irrigation,SEAWEA_UNKNOWN,99.640655,22.362166,
167,20344,Mengelong,Unknown 21,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,China,1985,Operational,-99,-99,-99,-99,-99,-99,-99,-99,14.4,-999.9,-999.9,-999.9,-999.9,-999.9,-99,Irrigation,SEAWEA_UNKNOWN,100.923533,22.107819,
168,20411,SEAWEA_UNKNOWN,Unknown 23,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,China,1985,Operational,-99,-99,-99,-99,-99,-99,-99,-99,14.8,-999.9,-999.9,-999.9,-999.9,-999.9,-99,Irrigation,SEAWEA_UNKNOWN,101.006517,21.932908,
169,20418,Manfeilong,Unknown 20,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,China,1985,Operational,-99,-99,-99,-99,0.91,-99,-99,-99,15.6,-999.9,-999.9,-999.9,-999.9,-999.9,-99,Water supply,SEAWEA_UNKNOWN,100.784756,21.90961,
